name,affiliation
Luis Eduardo Teixeira Rodrigues,Universidade de Lisboa
Luis Gravano,Columbia University
Luis Miguel Silveira,Universidade de Lisboa
Luis Rademacher,Ohio State University
Luis Velasco,Polytechnic University of Catalonia
Luis von Ahn,Carnegie Mellon University
Luisa Gargano,University of Salerno
Luiz Chaimowicz,UFMG
Luiz Eduardo Buzato,UNICAMP
Luiz F. Bittencourt,UNICAMP
Luiz Fernando Bittencourt,UNICAMP
Luiz Filipe M. Vieira,UFMG
Luiz Filipe Menezes Vieira,UFMG
Luiz Gustavo Almeida Martins,UFU
Luiz Gustavo Fernandes,PUC-RS
Luiz S. Ochi,UFF
Luiz Satoru Ochi,UFF
Luiza Antonie,University of Guelph
Lujo Bauer,Carnegie Mellon University
Lukasz A. Kurgan,Virginia Commonwealth University
Lukasz Golab,University of Waterloo
Lukasz Jez,University of Wroclaw
Lukasz Kowalik,University of Warsaw
Lukasz Ziarek,University at Buffalo
Luke Huan,University of Kansas
Luke J. Lee,University of California - Berkeley
Luke N. Olson,Univ. of Illinois at Urbana-Champaign
Luke Olson,Univ. of Illinois at Urbana-Champaign
Luke Ong,University of Oxford
Luoyi Fu,Shanghai Jiao Tong University
Luqi,Naval Postgraduate School
Luyi Xing,Indiana University
Luís C. Lamb,UFRGS
Luís Caldas de Oliveira,Universidade de Lisboa
Luís E. T. Rodrigues,Universidade de Lisboa
Luís Felipe M. de Moraes,UFRJ
Luís Guerra e Silva,Universidade de Lisboa
Luís M. Correia,Universidade de Lisboa
Luís M. S. Russo,Universidade de Lisboa
Luís Manuel Jesus Sousa Correia,Universidade de Lisboa
Luís Veiga,Universidade de Lisboa
Luís da Cunha Lamb,UFRGS
Luísa Coheur,Universidade de Lisboa
Lydia B. Chilton,Columbia University
Lydia E. Kavraki,Rice University
Lydia Tapia,University of New Mexico
Lyle H. Ungar,University of Pennsylvania
Lynda Hardman,CWI
Lyndon While,University of Western Australia
Lynette Johns-Boast,Australian National University
Lynn Peterson,University of Texas at Arlington
Lynne E. Parker,University of Tennessee
Lynne Parker,University of Tennessee
Lásaro J. Camargos,UFU
Lásaro Jonas Camargos,UFU
László Babai,University of Chicago
Léon J. M. Rothkrantz,TU Delft
Léonor Beccera-Bonache,Université Jean Monnet
Lúcia Maria de A. Drummond,UFF
Lúcia Maria de Assumpção Drummond,UFF
M. Amaç Güvensan,Yıldız Technical University
M. Angela Sasse,University College London
M. B. Do Coutto Filho,UFF
M. Balakrishnan,IIT Delhi
M. Birna van Riemsdijk,TU Delft
M. Brian Blake,Drexel University
M. D. Atkinson,University of Otago
M. Elif Karsligil,Yıldız Technical University
M. Fatih Amasyali,Yıldız Technical University
M. Frans Kaashoek,Massachusetts Institute of Technology
M. G. J. van den Brand,TU Eindhoven
M. Gopi,University of California - Irvine
M. Kemal Sönmez,OHSU
M. Mondal Ananda,Florida International University
M. Narasimha Murty,IISc Bangalore
M. Praveen,CMI
M. S. Ryoo,Indiana University
M. Salman Asif,University of California - Riverside
M. Satyanarayanan,Carnegie Mellon University
M. Sheelagh T. Carpendale,University of Calgary
M. Tamer Özsu,University of Waterloo
M. V. N. Ashwin Kumar,Duke University
M. V. Panduranga Rao,IIT Hyderabad
M. Zubair Shafiq,University of Iowa
M. Özuysal,Izmir Institute of Technology
M. Ümit Uyar,CUNY
Maarten Jansen,Université libre de Bruxelles
Maarten de Rijke,VU Amsterdam
Maarten van Steen,VU Amsterdam
Maciej Piróg,University of Wroclaw
Madalina Fiterau,University of Massachusetts Amherst
Madeleine Udell,Cornell University
Madhav Marathe,University of Virginia
Madhav Rao,IIIT Bangalore
Madhav V. Marathe,University of Virginia
Madhavan Mukund,CMI
Madhu Mutyam,IIT Madras
Madhu Sudan,Harvard University
Madhur Behl,University of Virginia
Madhur Tulsiani,TTI Chicago
Madhusudhan Govindaraju,Binghamton University
Mads Dam,KTH Royal Institute of Technology
Mads Nielsen,University of Copenhagen
Maen M. Al Assaf,University of Jordan
Magda El Zarki,University of California - Irvine
Magdalena Balazinska,University of Washington
Magnus Jahre,Norwegian University of Science and Technology
Magnus Lie Hetland,Norwegian University of Science and Technology
Magnus Själander,Norwegian University of Science and Technology
Magy Seif El-Nasr,Northeastern University
Mahadev Satyanarayanan,Carnegie Mellon University
Mahbub Hassan,UNSW
Mahbubur M. Rahim,Monash University
Mahbubur Rahim,Monash University
Mahdi Cheraghchi,Imperial College London
Mahdi Cheraghchi Bashi Astaneh,Imperial College London
Mahdi Jafari Siavoshani,Sharif University of Technology
Mahdi Nazm Bojnordi,University of Utah
Mahdieh Soleymani Baghshah,Sharif University of Technology
Mahe Velauthapillai,Georgetown University
Mahendran Velauthapillai,Georgetown University
Maher Khemakhem,King Abdulaziz University
Mahesh Balakrishnan 0001,Yale University
Mahesh K. Marina,University of Edinburgh
Mahesh Venkataraman,Australian National University
Mahesh Viswanathan 0001,Univ. of Illinois at Urbana-Champaign
Mahmoud R. El-Sakka,Western University
Mahmoud Rasras,Masdar Institute
Mahmut T. Kandemir,Pennsylvania State University
Mahmut Taylan Kandemir,Pennsylvania State University
Mahsa Mirzargar,University of Miami
Mai Fadel,King Abdulaziz University
Mai Zheng,New Mexico State University
Mainak Chatterjee,University of Central Florida
Mainak Chaudhuri,IIT Kanpur
Maithilee Kunda,Vanderbilt University
Maja J. Mataric,University of Southern California
Maja Pantic,Imperial College London
Majdi Sawalha,University of Jordan
Majid Ghaderi,University of Calgary
Majid Khonji,Masdar Institute
Majid Komeili,Carleton University
Majid Mirmehdi,University of Bristol
Majid Sarrafzadeh,University of California - Los Angeles
Makoto Yamada,Kyoto University
Maksim Serbyn,IST Austria
Malcolm D. Atkinson,University of Edinburgh
Malcolm Heywood,Dalhousie University
Malcolm P. Atkinson,University of Edinburgh
Malgorzata Biernacka,University of Wroclaw
Malik Magdon-Ismail,Rensselaer Polytechnic Institute
Malte F. Jung,Cornell University
Malte Jung,Cornell University
Man Hon Wong 0001,Chinese University of Hong Kong
Man Kong,University of Kansas
Man-Tak Shing,Naval Postgraduate School
Manal Abdullah,King Abdulaziz University
Manal Helal,University of Surrey
Manar Alalfi,Ryerson University
Manar S. Ali,King Abdulaziz University
Manas Khatua,IIT Jodhpur
Maneesh Agrawala,Stanford University
Manel Guerrero Zapata,Polytechnic University of Catalonia
Manel Medina,Polytechnic University of Catalonia
Manfred Hauswirth,TU Berlin
Manfred Huber,University of Texas at Arlington
Manfred K. Warmuth,University of California - Santa Cruz
Manfred Nagl,RWTH Aachen
Manfred Opper,TU Berlin
Manfred Tscheligi,University of Salzburg
Mani B. Srivastava,University of California - Los Angeles
Mani Golparvar Fard,Univ. of Illinois at Urbana-Champaign
Manik Lal Das,DAIICT
Manindra Agrawal,IIT Kanpur
Manish Gupta 0001,IIIT Bangalore
Manish Narwaria,DAIICT
Manish Parashar,Rutgers University
Manish Shrivastava,IIIT Hyderabad
Manish Singh,Rutgers University
Manjunath V. Joshi,DAIICT
Manohar Kaul,IIT Hyderabad
Manoj Gupta,IIT Gandhinagar
Manoj M. Prabhakaran,IIT Bombay
Manoj Misra,IIT Roorkee
Manoj Prabhakaran,IIT Bombay
Manolis Katevenis,University of Crete
Manolis Kellis,Massachusetts Institute of Technology
Manolis Koubarakis,University of Athens
Manos Antonakakis,Georgia Institute of Technology
Manos Athanassoulis,Boston University
Manos Kapritsos,University of Michigan
Manos Panaousis,University of Surrey
Mansour Jamzad,Sharif University of Technology
Mantis Cheng,University of Victoria
Manton M. Matthews,University of South Carolina
Manu Awasthi,IIT Gandhinagar
Manu Kaul,IIT Hyderabad
Manu Sridharan,University of California - Riverside
Manuel Alejandro Pajuelo Gonzalez,Polytechnic University of Catalonia
Manuel Blum 0001,Carnegie Mellon University
Manuel Campos,University of Murcia
Manuel Campos Martínez,University of Murcia
Manuel Carro,IMDEA Software Institute
Manuel Chakravarty,UNSW
Manuel E. Acacio,University of Murcia
Manuel E. Bermudez,University of Florida
Manuel Egele,Boston University
Manuel Gomez-Rodriguez,Max Planck Institute
Manuel M. Oliveira,UFRGS
Manuel M. Silva,Universidade de Lisboa
Manuel Medeiros Silva,Universidade de Lisboa
Manuel Medina,Polytechnic University of Catalonia
Manuel Menezes de Oliveira Neto,UFRGS
Manuel Roveri,Politecnico di Milano
Manuel V. Hermenegildo,IMDEA Software Institute
Maosong Sun,Tsinghua University
Mara Abel,UFRGS
Marc Alexa,TU Berlin
Marc Bernard,Université Jean Monnet
Marc Buchner,Case Western Reserve University
Marc Dacier,EURECOM
Marc Denecker,KU Leuven
Marc Feeley,University of Montreal
Marc Fischlin,TU Darmstadt
Marc González,Polytechnic University of Catalonia
Marc González Tallada,Polytechnic University of Catalonia
Marc H. Scholl,University of Konstanz
Marc Langheinrich,Università della Svizzera italiana
Marc Lelarge,Ecole Normale Superieure
Marc Moreno Maza,Western University
Marc Niethammer,University of North Carolina
Marc Olano,Univ. of Maryland - Baltimore County
Marc Peter Deisenroth,Imperial College London
Marc Pomplun,University of Massachusetts Boston
Marc Pouzet,Ecole Normale Superieure
Marc Sebban,Université Jean Monnet
Marc Snir,Univ. of Illinois at Urbana-Champaign
Marc Stevens,CWI
Marc Toussaint,University of Stuttgart
Marc Van Barel,KU Leuven
Marcel Böhme,Monash University
Marcel J. T. Reinders,TU Delft
Marcel Jackowski,USP
Marcel Kenji de Carli Silva,USP
Marcel P. Jackowski,USP
Marcel Prastawa,University of Utah
Marcel Salathé,EPFL
Marcel Turcotte,University of Ottawa
Marcel Waldvogel,University of Konstanz
Marcelino B. Santos,Universidade de Lisboa
Marcelino Bicho Dos Santos,Universidade de Lisboa
Marcella Anselmo,University of Salerno
Marcello Restelli,Politecnico di Milano
Marcelo Finger,USP
Marcelo G. Manzato,USP-ICMC
Marcelo Garcia Manzato,USP-ICMC
Marcelo Gattass,PUC-RIO
Marcelo Gomes de Queiroz,USP
Marcelo H. de Carvalho,UFMS
Marcelo Keese Albertini,UFU
Marcelo P. Fiore,University of Cambridge
Marcelo Pias,FURG Federal University of Rio Grande
Marcelo Pimenta,UFRGS
Marcelo Risk,University of Buenos Aires
Marcelo Soares Pimenta,UFRGS
Marcelo Walter,UFRGS
Marcelo Zanchetta do Nascimento,UFU
Marcelo d'Amorim,UFPE
Marcelo de Almeida Maia,UFU
Marcia Fampa,UFRJ
Marcia H. C. Fampa,UFRJ
Marcia Helena Costa Fampa,UFRJ
Marcin Bienkowski,University of Wroclaw
Marcin Dziubinski,University of Warsaw
Marcin Jakub Kaminski,University of Warsaw
Marcin Kaminski,University of Warsaw
Marcin Kaminski 0001,University of Warsaw
Marcin Mucha,University of Warsaw
Marcin Peczarski,University of Warsaw
Marcin Pilipczuk,University of Warsaw
Marco A. Casanova,PUC-RIO
Marco Antonio Casanova,PUC-RIO
Marco Antonio Zúñiga Zamalloa,TU Delft
Marco Aurélio Gerosa,Northern Arizona University
Marco Bellia,University of Pisa
Marco Brambilla 0001,Politecnico di Milano
Marco Brocanelli,Wayne State University
Marco Caccamo,Univ. of Illinois at Urbana-Champaign
Marco Canini,KAUST
Marco Carbone,IT University of Copenhagen
Marco Colombetti,Politecnico di Milano
Marco D. Santambrogio,Politecnico di Milano
Marco Danelutto,University of Pisa
Marco Domenico Santambrogio,Politecnico di Milano
Marco Ernst,Australian National University
Marco Gaboardi,University at Buffalo
Marco Gribaudo,Politecnico di Milano
Marco Gruteser,Rutgers University
Marco Levorato,University of California - Irvine
Marco Loog,TU Delft
Marco Masseroli,Politecnico di Milano
Marco Molinaro,PUC-RIO
Marco Pedersoli,ETS Montreal
Marco Serafini,University of Massachusetts Amherst
Marco Servetto,Victoria University of Wellington
Marco Tagliasacchi,Politecnico di Milano
Marco Tulio Valente,UFMG
Marco Tulio de Oliveira Valente,UFMG
Marco Valtorta,University of South Carolina
Marco Zuniga,TU Delft
Marcos André Gonçalves,UFMG
Marcos Antonio Vaz Salles,University of Copenhagen
Marcos Augusto M. Vieira,UFMG
Marcos Augusto Menezes Vieira,UFMG
Marcos Kalinowski,PUC-RIO
Marcos Lage,UFF
Marcus A. Brubaker,York University
Marcus A. Magnor,TU Braunschweig
Marcus A. Maloof,Georgetown University
Marcus Brubaker,York University
Marcus Dahlem,Masdar Institute
Marcus Frean,Victoria University of Wellington
Marcus Gallagher,University of Queensland
Marcus Hutter,Australian National University
Marcus Poggi,PUC-RIO
Marcus Poggi de Aragão,PUC-RIO
Marcus R. Frean,Victoria University of Wellington
Marcus R. Gallagher,University of Queensland
Marcus Ritt,UFRGS
Marcus V. A. Andrade,Universidade Federal de Viçosa
Marcus V. dos Santos,Ryerson University
Marcus Vinícius Alvim Andrade,Universidade Federal de Viçosa
Marek Chrobak,University of California - Riverside
Marek Cygan,University of Warsaw
Marek Grzes,University of Kent
Marek J. Sergot,Imperial College London
Marek Materzok,University of Wroclaw
Marek Petrik,University of New Hampshire
Marek Piotrów,University of Wroclaw
Marek Szykula,University of Wroclaw
Margaret Cunningham,Imperial College London
Margaret H. Wright,New York University
Margaret Hamilton,RMIT University
Margaret J. Eppstein,University of Vermont
Margaret M. Burnett,Oregon State University
Margaret Martonosi,Princeton University
Margaret-Anne D. Storey,University of Victoria
Margaret-Anne Storey,University of Victoria
Margherita Napoli,University of Salerno
Margo I. Seltzer,University of British Columbia
Margo Seltzer,University of British Columbia
Margrit Betke,Boston University
Maria A. Wimmer,University of Koblenz-Landau
Maria Angelica Reyes Muñoz,Polytechnic University of Catalonia
Maria Camila Nardini Barioni,UFU
Maria Cecília Calani Baranauskas,UNICAMP
Maria Christakis,Max Planck Institute
Maria Cristina Ferreira de Oliveira,USP-ICMC
Maria Emilia M. T. Walter,Universidade de Brasília
Maria Emilia Telles Walter,Universidade de Brasília
Maria Eugenia Occhiuto,University of Pisa
Maria G. C. Pimentel,USP-ICMC
Maria Garcia de la Banda,Monash University
Maria Grazia Fugini,Politecnico di Milano
Maria Grazia Scutellà,University of Pisa
Maria Hybinette,University of Georgia
Maria Indrawan,Monash University
Maria Indrawan-Santiago,Monash University
Maria J. García de la Banda,Monash University
Maria K. Wolters,University of Edinburgh
Maria Kihl,Lund University
Maria Klara Wolters,University of Edinburgh
Maria L. Gini,University of Minnesota
Maria Letizia Jaccheri,Norwegian University of Science and Technology
Maria Luisa Gil Gomez,Polytechnic University of Catalonia
Maria Luísa Torres Ribeiro Marques da Silva Coheur,Universidade de Lisboa
Maria Paasivaara,IT University of Copenhagen
Maria Papadopouli,University of Crete
Maria Roussou,University of Athens
Maria Simi,University of Pisa
Maria Soledad Pera,Boise State University
Maria Spichkova,RMIT University
Maria Tortorella,University of Sannio
Maria Wimmer,University of Koblenz-Landau
Maria da Graça Campos Pimentel,USP-ICMC
Maria-Cecilia Rivara,Universidad de Chile
Maria-Florina Balcan,Carnegie Mellon University
Maria-Florina Popa,Carnegie Mellon University
Maria-Luiza Antonie,University of Guelph
Mariagrazia Fugini,Politecnico di Milano
Marian-Andrei Rizoiu,Australian National University
Mariana Luderitz Kolberg,UFRGS
Mariana Raykova,Yale University
Mariana Raykova 0001,Yale University
Marianna Obrist,University of Sussex
Marianne Graves Petersen,Aarhus University
Marianne Sheelagh Therese Carpendale,University of Calgary
Marie Durand,Ecole Normale Superieure de Lyon
Marie desJardins,Univ. of Maryland - Baltimore County
Marie-Francine Moens,KU Leuven
Mariette Awad,American University of Beirut
Marilyn A. Walker,University of California - Santa Cruz
Marin Litoiu,York University
Marina Blanton,University at Buffalo
Marina Bykova,University at Buffalo
Marina De Vos,University of Bath
Marina Jirotka,University of Oxford
Marina L. Gavrilova,University of Calgary
Marina Lepp,University of Tartu
Marine Carpuat,University of Maryland - College Park
Marinho P. Barcellos,UFRGS
Mario A. Nascimento,University of Alberta
Mario Costa Sousa,University of Calgary
Mario Di Francesco,Aalto University
Mario E. Magaña,Oregon State University
Mario Edgardo Magaña,Oregon State University
Mario F. M. Campos,UFMG
Mario Fernando Montenegro Campos,UFMG
Mario Fritz,CISPA Helmholtz Center i.G.
Mario Gerla,University of California - Los Angeles
Mario L. Côrtes,UNICAMP
Mario R. F. Benevides,UFRJ
Mario Schaarschmidt,University of Koblenz-Landau
Mario Szegedy,Rutgers University
